contr_id;count_id;contr_date;summ;subject
561;339;2022-04-01;18945865;Услуги по финансовой аренде (лизингу) за август 2012 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
562;255;2022-04-02;20680133;Услуги по финансовой аренде (лизингу) за август 2012 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
563;356;2022-04-03;19632425;Услуги по финансовой аренде (лизингу) за август 2012 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
564;120;2022-04-04;14562221;"Работы по договору №7-941-1321 от 06.08.2012 ""Проектирование технического перевооружения 2-х градирен СК-400 ЦГФУ В-2/2 и В-2/1 ООО ""Тобольск-Нефтехим"" Акт №1"
565;26;2022-04-05;15887215;Оказание услуг, связанных с организацией и проведением инспекционного контроля сертифицированного объекта на предмет его соответствия требованиям и стандартам серии ИСО по дог.№15740-АП1-ИКСИ от 16.01.2012
566;355;2022-04-06;16561733;Услуги автотранспорта 17.06.2012 доставка песка СПб-Петрозаводск
567;376;2022-01-02;22754410;Услуги автотранспорта 10.06.2012 доставка песка СПб-Петрозаводск
568;252;2022-05-03;19006128;Аренда компресора ATLAS COPCO HAS 186
569;211;2022-04-04;17256694;Изготовление прямолинейных участков из оцинкованной стали
570;135;2022-04-08;11786052;Изготовление сегментных участков из оцинкованной стали
571;251;2022-04-01;23277907;Капитальный ремонт дымовой трубы №2 по доп.соглашению №1 от 21.03.2012 к договору № 04/НР-12 от 19.12.2011, согласно акта №1/4 от 30.09.2012
572;94;2022-04-02;20644031;"Текущий ремонт кровли Основного корпуса (инв.№010101) Рязанского филиала ООО ""Ново-Рязанская ТЭЦ"" по договору №17/НР-12 от 23.12.2011 согласно акта №1/1 от 30.09.2012"
573;83;2022-04-03;6176859;"Текущий ремонт кровли Основного корпуса (инв.№010101) Рязанского филиала ООО ""Ново-Рязанская ТЭЦ"" по договору №17/НР-12 от 23.12.2011 согласно акта №2/1 от 30.09.2012"
574;286;2022-04-04;2888828;Очистка грязных отсеков насосных дождевых стоков (НДС) №№1,2 от грязи и ила по договору №02/10 от 03.03.2010
575;120;2022-04-05;7351224;Весенний технический осмотр кирпичной и железо-бетонной дымовых труб по договору №08/10 от 15.04.10
576;137;2022-04-06;6714610;Монтаж водоохладительного устройства градирни №3 Южной ТЭЦ по договору 06/10 от 01.03.2010
577;281;2022-01-02;4355730;Услуги по финансовой аренде (лизингу) за Январь 2012 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
578;124;2022-05-03;4442561;Услуги по финансовой аренде (лизингу) за январь 2012 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
579;370;2022-04-04;24446345;Обучение по охране труда (инженер по ОТ)
580;367;2022-04-08;6577086;Транспортные услуги по перевозке груза
581;351;2022-04-01;7760529;Техническое освидетельствование кислородного баллона с заменой вентиля
582;292;2022-04-02;4562121;Услуга по организации доставки (экспедированию) груза из г.Санкт-Петербург в г.Курск (2 мест) (156 кг) (1,9м3)
583;215;2022-04-03;10815972;Въезд на терминал по подразделению Санкт-Петербург
584;300;2022-04-04;6940621;Услуги по получению выписки из ЕГРЮЛ по договору №8890 от 16.08.2010
585;200;2022-04-05;10458858;"Реконструкция градирни №2 ПП ""Орловская ТЭЦ"" по договору №239 от 01.06.2010"
586;97;2022-04-06;6018590;Центровка насосов Wilo SCP в Рязанском филиале Ново-Рязанской ТЭЦ
587;273;2022-01-02;2194448;Услуги по финансовой аренде (лизингу) за февраль 2012 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
588;239;2022-05-03;19282113;Услуги по финансовой аренде (лизингу) за Февраль 2012 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
589;237;2022-04-04;1982420;Услуги автобетоносмесителя КАМАЗ
590;408;2022-04-08;24731195;Транспортные услуги (Курск-Тобольск) Дата загрузки: 24.07.2012 Водитель: Шевелев Денис Олегович
591;19;2022-04-01;6343385;Услуги по финансовой аренде (лизингу) за июнь 2012 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
592;69;2022-04-02;9278305;Услуги по финансовой аренде (лизингу) за июль 2012 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
593;354;2022-04-03;23303875;Услуги по финансовой аренде (лизингу) за июль 2012 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
594;221;2022-04-04;5598513;Услуги по финансовой аренде (лизингу) за июль 2012 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
595;191;2022-04-05;15217722;Услуги строительными машинами и механизмами с обслуживающим персоналом (Автокран Liebherr LTM-1025) за 01-13 МАРТА 2012 по дог.№4/ГЖС от 01.02.2012
596;353;2022-04-06;21324418;Проведение измерений и анализов объектов (включая отбор проб компонентов окружающей среды лабораториями аналитического контроля)
597;99;2022-01-02;24190073;Организация транспортных услуг г.Белая Холуница - г.Курск
598;79;2022-05-03;23395817;Аренда транспортного средства КС-3579 Х298ЕУ
599;367;2022-04-04;12875674;Аренда транспортного средства КАМАЗ-53215 А213ЕВ
600;28;2022-04-08;3754801;"Ремонт кирпичной дымовой трубы котельной ОАО ""ЭНЕРГИЯ-ТЕНЗОР"" по дог.№01/10 от 25.12.2009"
601;94;2022-04-01;17600611;Осенний технический осмотр кирпичной и железо-бетонной дымовых труб по договору №08/10 от 15.04.10
602;164;2022-04-02;20290863;Услуги по получению выписки из ЕГРЮЛ по договору №10813 от 21.02.2012
603;108;2022-04-03;24790671;Образовательные услуги по дог.№361 от 04.05.2010
604;348;2022-04-04;8432688;Электроэнергия по договору №36/12-ОУИ за май 2012г.
605;64;2022-04-05;22268444;Капитальный ремонт дымовой трубы №2 по договору № 04/НР-12 от 19.12.2011, согласно акта №1/1 от 30.06.2012
606;49;2022-04-06;24228128;Аренда а/транспортн.ср-в в июне 2010 по дог.34/2010 от 01.06.2010
607;184;2022-01-02;17975886;Утилизировано ОП и П по лимиту за 3 кв-л по дог.№531
608;11;2022-05-03;14295921;Услуги по получению выписки из ЕГРЮЛ по договору №10868 от 11.03.2012
609;355;2022-04-04;2394691;Аренда нежилых помещений в здании Мастерской ремонтно-строительного цеха согласно договора №36/12-ОУИ от 01.02.2012 за февраль 2012 по акту №178 от 29.02.2012
610;51;2022-04-08;1705067;Текущий ремонт водораспределения градирен №1,2 по договору №20/10 от 03.08.2010
611;339;2022-04-01;21932643;Техническое обслуживание башенных градирен №1,2 по договору №19/10 от 03.08.2010
612;180;2022-04-02;13327871;"Работы по ремонту кровли зданий ИБК, ЦРМ и ХВО ТЭЦ-21 филиала ""Невский"" ОАО ""ТГК-1"" по дог.№ 11/10/32525 от 19.05.2010"
613;355;2022-04-03;11658965;Капитальный ремонт градирни и брызгательного бассейна №1 по договору №17/НР от 16.06.2010
614;394;2022-04-04;23014410;Капитальный ремонт градирни и брызгательного бассейна №2 по договору №17/НР от 16.06.2010
615;345;2022-04-05;20776176;"Работы по ремонту кровли (карты №№1, 9) Волховской ГЭС им. В.И. Ленина (ГЭС-6) каскада Ладожских гидроэлектростанций ф-л ""Невский"" ОАО ""ТГК-1"" по дог.№ 18/10/32853 от 01.07.2010"
616;238;2022-04-06;9351001;"Аванс по договору 03\12 от 07.06.2012 ремонт лестничных площадок с 1го по 3й этаж, в количестве четырех штук (лестница №3), в главном здании ОАО ""ЦМКБ ""АЛМАЗ"" в главном здании ОАО ""ЦМКБ ""АЛМАЗ"""
617;142;2022-01-02;9229711;Ремонт внутренней ж/б поверхности подземной части береговой насосной добавочной воды на территории ТЭЦ-5, по адресу: г.Санкт-Петербург, Октябрьская наб., д.108 по доп.согл.№3 к договору №08/11 от 30.12.2011
618;267;2022-05-03;1032030;Ремонт откосов, карнизов и отливов при капитальном ремонте Основного корпуса по дог.№15/НР от 15.06.2010
619;299;2022-04-04;2723384;Изготовление прямолинейных участков из листового металла
620;421;2022-04-08;12188498;"Проведение неразрушающего контроля при изготовлении эстакады топливоподачи филиала ОАО ""Квадра"" - ""Курская региональная генерация"" ПП ""Курская ТЭЦ-1"". По договору №65/12"
621;134;2022-04-01;9204661;Техническое обслуживание разбрызгивающих сопел по договору №06/10 от 18.05.2010
622;4;2022-04-02;8039094;Услуги по получению выписки из ЕГРЮЛ по договору №10708 от 25.01.2012
623;18;2022-04-03;19383218;Погрузка и перевозка бетоноконструкций
624;366;2022-04-04;9589187;Ремонт оборудования высокого давления
625;246;2022-04-05;13935989;"Ремонт лестничных площадок с 1го по 3й этаж, в количестве четырех штук (лестница №3), в главном здании ОАО ""ЦМКБ ""АЛМАЗ"" по договору 03\12 от 07.06.2012"
626;142;2022-04-06;10395278;Услуги по финансовой аренде (лизингу) за июнь 2012 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
627;78;2022-01-02;6097204;Аванс по договору 46.1.3130 от 28.02.2012 (доп.согл.№5 от 27.02.2013) (Реконструкция открытого склада литер №25 с эстакадами топливоподачи литеры №26, №27)
628;85;2022-05-03;19079734;Услуги по финансовой аренде (лизингу) за февраль 2013 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
629;256;2022-04-04;24077142;Услуги по финансовой аренде (лизингу) за февраль 2013 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
630;284;2022-04-08;22055043;Услуги по финансовой аренде (лизингу) за февраль 2013 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
631;288;2022-04-01;22194443;"Работы по окраске ж/б ферм, плит покрытия и огнезащитному покрытию металлоконструкций на объекте Подрядчика ""Ракетный завод в г.Киров"" по договору Субподряда №С/О -05.14 от 06.05.2014г"
632;21;2022-04-02;7780703;Осуществление контроля за выполнением работ Субподрядчика по Техническому перевооружению градирни В-2/1, ЦГФУ, ВиК, ООО «Тобольск-Нефтехим», по доп.соглашению №2 к Договору субподряда  № 328/3  от 09.09.2013 г.
633;361;2022-04-03;9224169;Текущий ремонт металлоконструкций КЦ по договору №14/НР-12 от 22.12.2011.
634;432;2022-04-04;7316401;Услуги по обеспечению участия в торгах
635;385;2022-04-05;24213655;Дополнительный лизинговый платёж на основании договора лизинга (снятие с учета)
636;22;2022-04-06;7334472;Услуги ПКС 55713 вышка автомобильная
637;213;2022-01-02;17833938;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за июль 2014г."
638;200;2022-05-03;17685223;Оказание услуг по организации и проведения инспекционного контроля сертифицированного объекта на предмет его соответствия требованиям ГОСТ Р ИСО 9001, подтвержденным при прохождении добровольной сертификации по дог.№238661-ССМ5-ИКС9 от 21.01.2014
639;73;2022-04-04;5778467;"Проектная документация на  ""Проектирование технического перевооружения градирни СК-400 ЦГФУ В-2/2 и В-2/1 ООО ""Тобольск-Нефтехим"" по дополнительному соглашению №3 к Договору субподряда № 328/3 от 09.09.2013 г,  Акт приема-передачи №1."
640;295;2022-04-08;22760353;"Капитальный ремонт объектов: ""Здание РП-3"", ""ЗданиеТП-30"", ""Здание ТП-19"", ""Здание РП-1"" по договору №17_Северное_РСО от 27.05.14г"
641;99;2022-04-01;14111045;"Капитальный ремонт объектов: ""Здание РП-3"", ""ЗданиеТП-30"", ""Здание ТП-19"", ""Здание РП-1"" по договору №17_Северное_РСО от 27.05.14"
642;12;2022-04-02;9293090;"Обучение 3 человек по программе повышения квалификации ""Современные требования по обеспечению безопасности при ведении работ в области использования атомной энергии"" с 07 по 17 августа 2013 по дог.№17-01-20.2/2013/168 от 12.07.2013"
643;177;2022-04-03;16598477;"СМР на объекте: ""Электроснабжение абонента: Управление Федеральной службы безопасности РФ по г.Санкт-Петербургу и Лен.области. Объект: лесной участок для осуществления рекреационной деятельности по адресу: Лен.область, Выборгский р-н, Селезневское СП, п.Торфяновка, бухта Булатная."""
644;272;2022-04-04;16563281;Дополнительный лизинговый платёж на основании договора лизинга (транспортный налог за май 2015г.)
645;246;2022-04-05;15596483;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за май 2015г."
646;333;2022-04-06;1199397;Дополнительный лизинговый платёж на основании договора лизинга (транспортный налог за июнь 2014г.)
647;75;2022-01-02;11810496;Транспортно-экспедиционные услуги, маршрут Москва-Волгодонск
648;289;2022-05-03;6343770;"Подготовка по профессиональному направлению ""Сметное дело в строительстве"" по Договору №10-04-03 от 10.04.2014"
649;377;2022-04-04;19269583;Аванс по договору №05/НР-12 от 20.12.2011 Капитальный ремонт газоходов
650;168;2022-04-08;15959538;Аренда транспортного средства КС-45717А
651;118;2022-04-01;3793899;Аренда транспортного средства Автопогрузчик - 40810 РТ-0013
652;100;2022-04-02;18166862;"Капитальный ремонт мазутного резервуара РВС-20000 ст.№2 Петрозаводской ТЭЦ филиала ""Карельский"" ОАО ""ТГК-1"" по договору №927 от 01/12/2011."
653;193;2022-04-03;10628570;"Аванс по договору 23/11 от 08.08.2011 (замена оконных блоков 9шт с сопутствующими отделочными работами  в административно-хозяйственном здании ОАО ""ЦМКБ ""АЛМАЗ"")."
654;316;2022-04-04;20108776;Услуги по аренде строительного оборудования согласно дог.№130711 от 13.07.11 за август (с 01.08.2011 по 31.08.2011)
655;17;2022-04-05;11128558;Капитальный ремонт башенной градирни №2 по договору № 2650д от 09.12.2010 согласно акта №8 от 30.09.2011
656;159;2022-04-06;21370931;Услуги по финансовой аренде (лизингу) за май 2013 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
657;188;2022-01-02;10678877;Услуги по финансовой аренде (лизингу) за май 2013 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
658;271;2022-05-03;4217233;Услуги по финансовой аренде (лизингу) за май 2013 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
659;67;2022-04-04;5469493;Выполнение работ по организации и проведению специальной экспертизы по дог. АЦ-2754-3/3-1 от 17,05,2013
660;128;2022-04-08;6902405;Комиссия за выдачу справки о состоянии ссудного счета согласно тарифам банка
661;252;2022-04-01;19222994;Очистка грязных отсеков НДС №№1,2 (инв.№00010029 (НДС №1), инв. №00010030 (НДС №2) от грязи и ила по договору №02/11 от 01.03.2011
662;173;2022-04-02;20414415;Работы по ремонту железобетонных конструкций градирни ст.№1 Южной ТЭЦ по договору 22/11 от 20/07/11
663;110;2022-04-03;21432326;"Аванс по договору 17/11 от 19.07.2011 ремонт помещения №135б площадью 17,6 кв.м в пристройке к главному зданию ОАО ""ЦМКБ ""АЛМАЗ"""
664;331;2022-04-04;17392850;Услуги по финансовой аренде (лизингу) за июнь 2011 по дог.№20311-БТ-Т от 18.05.2011 График № Основное приложение
665;40;2022-04-05;23993613;Текущий ремонт Градирни и брызгательного бассейна №2 (инв.№020005) по доп.соглашению №1 от 29.08.11 к договору №16/НР от 09.06.2011
666;31;2022-04-06;4650646;Капитальный ремонт козлового крана КС-651 (инв.№041073) по доп.соглашению №1 от 22.08.11 к договору №8/НР от 25.04.2011
667;136;2022-01-02;22622247;Текущий ремонт крана мостового электрического 30/5 (инв.№042063) по доп.соглашению №1 от 22.08.11 к договору №8/НР от 25.04.2011
668;282;2022-05-03;22652351;Текущий ремонт крана мостового электрического 50/10 (инв.№042043) по доп.соглашению от 22.08.11 к договору №6/НР от 15.04.2011
669;310;2022-04-04;3173280;Текущий ремонт мостового крана II очереди турбинного отделения (инв.№041341) по доп.соглашению от 22.08.11 к договору №6/НР от 15.04.2011
670;193;2022-04-08;22750827;Услуги по финансовой аренде (лизингу) за октябрь 2014 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
671;180;2022-04-01;20538508;Услуги по финансовой аренде (лизингу) за октябрь 2014 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
672;232;2022-04-02;4139207;"Выборочный ремонт кровли (примыкание пристройки к главному зданию) ОАО ""ЦМКБ ""АЛМАЗ"" по договору № 09/11 от 26.04.2011"
673;160;2022-04-03;10383539;"Капитальный ремонт наклонных тоннелей станций ""Сенная Площадь"", ""Горьковская"" в части ремонта опорных конструкций эскалаторов по договору №01/11 от 31.03.2011"
674;87;2022-04-04;18668591;"Аванс по договору 13/11 от 21.06.2011 ремонт помещения №46 площадью 41,25 кв.м в пристройке к главному зданию, цокольный этаж ОАО ""ЦМКБ ""АЛМАЗ"""
675;331;2022-04-05;14985727;Аренда транспортного средства ЗИЛ-4514 за июнь 2011
676;53;2022-04-06;6437528;Капитальный ремонт башенной градирни №2 по договору № 2650д от 09.12.2010 согласно акта №9 от 17.10.2011
677;40;2022-01-02;1977685;Капитальный ремонт башенной градирни №2 по доп.соглашению №2 к договору № 2650д от 09.12.2010 согласно акта №10 от 17.10.2011
678;215;2022-05-03;9023772;"Аванс по договору 15/11 от 07.07.2011 отделка помещений №48, 50, 50а общей площадью 86,3 кв.м в пристройке к главному зданию, цокольный этаж ОАО ""ЦМКБ ""АЛМАЗ"""
679;83;2022-04-04;19037727;"Аванс по договору 16/11 от 07.07.2011 ремонт полов в помещениях №48, 50, 50а общей площадью 86,3 кв.м в пристройке к главному зданию, цокольный этаж ОАО ""ЦМКБ ""АЛМАЗ"""
680;10;2022-04-08;17075681;"Аванс по договору №01-04/11 от 03.05.2011 Комплекс работ на объекте: ""Установка подогрева сетевой воды на г.Рязань"""
681;40;2022-04-01;20497939;"Выполнение СМР на объекте: ""Реконструкция и строительство эл.сетей 10 и 0,4кВ для электроснабжения абонента: МО ""Приозерский Муниципальный район"" ЛО Объект: КОС по адресу: Ленинградская обл, Приозерский р-н, Сосновское СП, п.Сосново, ул.Комсомольская"" по договору №2_СМР_северное РСО от 01.06.2011"
682;242;2022-04-02;1455799;"Аванс по доп.соглашению №1 от 28.09.2011 к дог.№46.1.2709 от 25.05.2011 Реконструкция девятиэтажного нежилого здания главного корпуса с двумя переходными мостами, дымососной и компрессорной ПП ""Курская ТЭЦ-1"""
683;426;2022-04-03;22285729;Участие в обследовании состояния бетона эксплуатационного водосброса по договору №494с/11 от 01.09.2011
684;289;2022-04-04;14083900;"Ремонт оголовка и ремонт металлоконструкций кирпичной дымовой трубы H=56 м эксплуатируемой ОАО ""Энергия-Тензор"", по договору №256-14 от 11.08.2014 г."
685;430;2022-04-05;4291585;Ремонт оголовка кирпичной дымовой трубы H=80 м и ремонт отдельных участков железобетонного ствола дымовой трубы Н=100 м по договору №255-14 от 01.08.2014г.
686;426;2022-04-06;9148894;"Ремонт помещения №424 площадью 15,8 кв.м в пристройке к главному зданию ОАО ""ЦМКБ ""АЛМАЗ"" по договору №11/11 от 01.06.2011"
687;43;2022-01-02;2145605;Услуги автотранспорта 23.05.11 (г.Королев М.О.-г.Петрозаводск)
688;80;2022-05-03;1017410;Услуги автотранспорта 24.05.11 (г.Королев М.О.-г.Петрозаводск)
689;15;2022-04-04;11114276;Услуги автотранспорта 20.05.11 (г.Королев М.О.-г.Петрозаводск)
690;260;2022-04-08;14298398;Дополнительный лизинговый платёж на основании договора лизинга (транспортный налог за 2014 г.)
691;311;2022-04-01;13247678;Оказание услуг по технологической и методологической поддержке в открытом запросе предложений по дог.№40/2014 от 13.01.15 по п.6.3
692;337;2022-04-02;15977021;Предоставление доступа для пользователей к электронной системе  информационной поддержки конкурсных закупок по Договору №40/2015 от 13.01.2015г по пункту 6.1
693;36;2022-04-03;21807708;Строительно-монтажные работы по дог.№20_Северное_РСО от 21.08.2014 в пос.Петровка Выборгского р-на ЛО
694;40;2022-04-04;7218649;Аттестация сварщиков и специалистов сварочного производства
695;316;2022-04-05;3376230;Услуги по обновлению информации в экземплярах информационно-справочных систем Кодекс
696;398;2022-04-06;7502908;"Ремонт вентиляторных градирен №3 и №4 системы ""чистого"" оборотного водоснабжения по договору № 47/11 от 22.08.2011"
697;424;2022-01-02;10550227;Герметизация мест протечек кровли на объекте ТОЦ с реконструкцией дома №8а по ул.Мира по договору №2 от 01.11.2011
698;68;2022-05-03;7281514;Текущий ремонт крана мостового эл. г/п 20/5 пр 10,5 №2095 (инв.№042205): снятие, монтаж подкрановых путей, постановка болтов высокопрочных по договору №7/НР от 25.04.2011 согласно акта №1/3 от 31.08.2011
699;295;2022-04-04;12455667;Капитальный ремонт дымовой трубы №3 по дог.№ 13/НР от 16.05.2011, согласно акта №1/2 от 31.08.2011
700;335;2022-04-08;3330956;"Аванс по дог.№ 47/11 от 22.08.2011 ремонт вентиляторных градирен №3, №4 системы ""чистого"" оборотного водоснабжения ДП №2,3,4 (насосная станция II-2ЦВС)"
701;132;2022-04-01;6981553;Предаттестационная подготовка специалиста по общим требованиям промышленной безопасности
702;135;2022-04-02;23362302;"Предаттестационная подготовка специалиста по ""Общим правилам взрывобезопасности для взрывопожароопасных химических, нефтехимических и нефтеперерабатывающих производств"""
703;295;2022-04-03;1877646;"Предаттестационная подготовка специалиста по ""Правилам устройства и безопасной эксплуатации грузоподъемных кранов"""
704;368;2022-04-04;11167304;"Разработка проектной документации по дог. № 27/06-11 от 27.06.2011 ""Установка по подогреву сетевой воды от ТГ-5 Рязанского ф-ла ООО ""Ново-Рязанская ТЭЦ"""
705;66;2022-04-05;14863443;Услуги по аренде строительного оборудования согласно дог.№13072011 от 13.07.11 за октябрь 2011 (с 01.10.2011 по 07.10.2011)
706;137;2022-04-06;24374878;"Вывоз и размещение отходов в мае 2011 г. (дог.№ 11/04-28-ТО от 01.04.2011г.) ст.м.""Сенная Площадь"""
707;433;2022-01-02;18883307;Аренда транспортного средства, согласно калькуляции №21 за май 2011
708;78;2022-05-03;14127014;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за февраль 2014г."
709;338;2022-04-04;8490231;Дополнительный лизинговый платёж на основании договора лизинга (транспортный налог за декабрь 2014г.)
710;292;2022-04-08;10118623;Услуги по получению выписки из ЕГРЮЛ по договору №14786 от 25.02.2015
711;240;2022-04-01;5009099;Услуги по финансовой аренде (лизингу) за февр 2015 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
712;203;2022-04-02;6807904;Дополнительный лизинговый платёж на основании договора лизинга (транспортный налог за июль-ноябрь 2014)
713;86;2022-04-03;11163700;Аренда и обслуживание 1 биотуалета за февраль 2013г. По договору №3479
714;233;2022-04-04;17337359;Возмещаемые транспортные расходы по перевозке втулок и подшипников по маршруту г.Нижний Новгород-г.Т
715;234;2022-04-05;1514141;Услуги по получению выписки из ЕГРЮЛ по договору №13752 от 07.04.2014
716;272;2022-04-06;1320077;Аванс на приобретение материалов по дог №05/05-17СМР от 22.05.2017
717;315;2022-01-02;14677682;"Услуги по мойке окон в здании СПб ГБУЗ ""ССМП"" по гос.контракту №017/22-ЗК от 16.06.2017"
718;259;2022-05-03;16441642;Выполнение работ на объектах Энергоблока №3 Ростовской АЭС: Башенная испарительная градирня .Строительная часть: Сборка и монтаж блоков 4-го слоя оросителей по договору №40/50/286/69-17 от 19.06.2017
719;287;2022-04-04;5076353;Выполнение работ по договору №03/04-17СМР от 11.04.2017 на Объекте энергоблока №3 Ростовской АЭС: Башенная испарительная градирня. Строительная часть : Монтаж оросителей 1,2,3 слоев
720;266;2022-04-08;5016770;Генподрядные услуги по договору №40/50/286/47-17 от 04.05.2017
721;240;2022-04-01;5514378;Выполнение работ по антикоррозионной защите металлоконструкций автомоб моста ЗСД на секции 3 очередь 4 по дог 23 от 21.04.17
722;272;2022-04-02;21999227;Юридические услуги по дог. №16590 от 04.05.2017
723;256;2022-04-03;1572516;Аванс по дог №05/05-17СМР от 22.05.2017 Башенная испарительная градирня. Строительная часть: Технология применения защитных покрытий. Нанесение графитом разбивочной схемы логотипа на фасады градирни.
724;247;2022-04-04;14499890;Работы по договору 29 от 04.04.17 (Ремонт лестницы №4ЛК по адресу г.Санкт-Петербург, ул. Академика Павлова, д.14А)
725;345;2022-04-05;16016259;Повышение квалификации : Организация и ведение гражданской обороны , предупреждение и ликвидация ч/с
726;315;2022-04-06;11630673;Генподрядные услуги по договору №08/05-17 СМР от 30.05.2017 на объекте энергоблока №3 Ростовская АЭС
727;336;2022-01-02;2498142;Генподрядные услуги по договору №03/04-17СМР от 11.04.2017 на объекте энергоблока №3 Ростовская АЭС
728;10;2022-05-03;22695821;Услуги по генеральной уборке помещений
729;421;2022-04-04;9070276;Повышение квалификации монтажник
730;167;2022-04-08;18672199;Повышение квалификации машиниста
731;281;2022-04-01;16882242;Генподрядные услуги по договору №40/50/286/69-17 от 19.06.2017
732;191;2022-04-02;19541960;Услуги в области защиты государственной тайны
733;357;2022-04-03;13937666;Работы по контракту 0372200193317000015-0107744-01 от 24/07/2017, мойка окон в здании гимназии, акт выполнения работ №1 от 02.08.2017
734;205;2022-04-04;14428194;Выполнение работ по договору №05/05-17СМР на Объекте энергоблока №4 Ростовской АЭС: Башенная испарительная градирня. Строительная часть : Нанесение защитных покрытий на наружную поверхность градирни.
735;175;2022-04-05;4843731;Работы по окраске наружной поверхности неокрашенных монтажных стыков, в т.ч. устранение дефектов ЛКП автомобильного моста ЗСД, Санкт-Петербург
736;331;2022-04-06;14061959;Работы по окраске наружной поверхности неокрашенных монтажных стыков, в т.ч. устранение дефектов ЛКП автомобильного моста ЗСД, Санкт-Петербург
737;237;2022-01-02;5225696;Услуги по мытью окон, отливов, подоконников для нужд ГБОУ школы №484 Московского района Санкт-Петербурга.
738;426;2022-05-03;13460362;Услуги в оформлении , выдаче, учете и хранении справок о допуске
739;177;2022-04-04;5513472;Комплекс работ по техническому перевооружению чаши бассейна и железобетонных конструкций градирни БГ-1600 ст.№1 по дог.№ 307/2798-Д от 19.06.17
740;342;2022-04-08;7153166;Услуги по аренде АВД Karcher HD 10/25-4 S
741;186;2022-04-01;18731506;Работы по ДС №1 от 29.07.16 к дог №WHSD-DR-SC-1062 от 18.05.16 по обработке бетонных поверхностей опоры IVc-7 (внутренняя сторона) на Секции 3 IV очереди  стоительства ЗСД
742;98;2022-04-02;14967425;Работы по ДС №3 от 01.12.2016 к дог.№WHSD-DR-SC-1101 от 10.06.2016 (Работы по покраске опоры Ivc-8 , правая и левая стороны на мосту через Корабельный фарватер на Секци 4 IV очереди строительства ЗСД
743;323;2022-04-03;10278820;Обучение пожарно-техническому минимуму
744;419;2022-04-04;23200927;Генподрядные услуги по договору №05/05-17СМР от 22.05.2017 на объекте энергоблока №4 Ростовская АЭС
745;399;2022-04-05;5636494;Работы по ДС№1 от 17.08.17 к Договору №44-П/2017 от 18.05.17 по восстановлению защитного покрытия, очистке поверхности градирни от дефектного рыхлого покрытия механическим способом на объекте: Энергоблок №3 Ростовской АЭС
746;188;2022-04-06;17337749;Аренда: подъемник самоходный ножничный HAULOTTE H18SX, рабочая высота 18м
747;52;2022-01-02;11459843;Диагностика компрессора Compressor XAS 97 20050617
748;196;2022-05-03;16512893;"Капитальный ремонт объекта ""Транспортная подстанция №245"" , по адресу: г.Выборг, ул. Перспективная, д.4, инв.№050002685 по дог.№19 от 22.07.14"
749;222;2022-04-04;9827495;Услуги по финансовой аренде (лизингу) за август 2014 по дог.№24612-БТ-Т от 23.03.2012 График № Основное приложение
750;357;2022-04-08;23983305;Услуги по финансовой аренде (лизингу) за август 2014 по дог.№70211-БИ-Авто от 19.10.2011 График № Основное приложение
751;24;2022-04-01;12075570;Строительно-монтажные работы по изготовлению и монтажу металлических конструкций г.Санкт-Петкрбург, пос. Парголово по дог. СРОСО-СВ-802-СД от 09.06.2014
752;327;2022-04-02;7000047;Возмещаемые транспортные расходы за доставку груза по маршруту г.Нижний Новгород - г.Тобольск (дата погрузки/разгрузки 21.11.2013-25.11.2013)
753;383;2022-04-03;22679465;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за январь 2015г."
754;400;2022-04-04;3400370;Дополнительный лизинговый платёж на основании договора лизинга (транспортный налог за октябрь 2014г.)
755;282;2022-04-05;18492129;Дополнительный лизинговый платёж на основании договора лизинга (транспортный налог за апрель 2014г.)
